game_id,home_team,away_team,winner_recommendation,confidence_level,score_prediction,spread_analysis,over_under_analysis,betting_recommendations,upset_probability,key_factors,strategic_advantages,game_script_prediction
401761664,Old Dominion,Georgia State,Old Dominion,0.8534746769220243,"{'home_score': 25, 'away_score': 17}","{'predicted_spread': -9.665339441276533, 'recommendation': 'Home'}","{'predicted_total': 46.31092449539808, 'recommendation': 'Under'}","['Over Total', 'Home ATS']",0.17935219843852376,"['Red zone', 'Third downs', 'Turnover margin']","{'home': ['Run game', 'Home field'], 'away': ['Pass game', 'Coaching']}",Defensive battle
401761661,App State,Arkansas State,Arkansas State,0.6566639421457585,"{'home_score': 25, 'away_score': 38}","{'predicted_spread': 13.442018153628442, 'recommendation': 'Away'}","{'predicted_total': 49.67170763360848, 'recommendation': 'Under'}","['Away ML', 'Over Total']",0.15337269287092048,"['Third downs', 'Special teams', 'Red zone']","{'home': ['Home field', 'Pass defense'], 'away': ['Pass game', 'Coaching']}",Blowout
401757315,New Mexico State,Middle Tennessee,New Mexico State,0.8136194760945845,"{'home_score': 27, 'away_score': 15}","{'predicted_spread': 3.4006777067665865, 'recommendation': 'Away'}","{'predicted_total': 55.818543244603774, 'recommendation': 'Over'}","['Over Total', 'Prop Bet']",0.1089638308378017,"['Special teams', 'Third downs', 'Turnover margin']","{'home': ['Pass defense', 'Home field'], 'away': ['Run defense', 'Pass game']}",Blowout
401761665,Louisiana,UL Monroe,Louisiana,0.7153559811375552,"{'home_score': 31, 'away_score': 19}","{'predicted_spread': 9.364996969662872, 'recommendation': 'Away'}","{'predicted_total': 62.997665181266115, 'recommendation': 'Over'}","['Away ML', 'Under Total']",0.25219147600933794,"['Turnover margin', 'Third downs', 'Red zone']","{'home': ['Run game', 'Pass defense'], 'away': ['Coaching', 'Pass game']}",Blowout
401761667,Texas State,South Alabama,South Alabama,0.6989999704588515,"{'home_score': 33, 'away_score': 36}","{'predicted_spread': -12.312392417857943, 'recommendation': 'Home'}","{'predicted_total': 63.57016800628172, 'recommendation': 'Over'}","['Under Total', 'Prop Bet']",0.2589986177665285,"['Third downs', 'Red zone', 'Special teams']","{'home': ['Run game', 'Home field'], 'away': ['Pass game', 'Coaching']}",Defensive battle
401762517,Tulsa,UAB,Tulsa,0.7891497877566991,"{'home_score': 35, 'away_score': 17}","{'predicted_spread': -3.812884714837688, 'recommendation': 'Home'}","{'predicted_total': 66.16174899014747, 'recommendation': 'Over'}","['Home ATS', 'Over Total']",0.372462201398312,"['Red zone', 'Turnover margin', 'Third downs']","{'home': ['Pass defense', 'Home field'], 'away': ['Run defense', 'Coaching']}",Close game
401757313,Liberty,Kennesaw State,Liberty,0.6235208865881874,"{'home_score': 41, 'away_score': 28}","{'predicted_spread': 5.132493600871172, 'recommendation': 'Away'}","{'predicted_total': 50.47419316787344, 'recommendation': 'Under'}","['Over Total', 'Away ML']",0.15002266028746292,"['Third downs', 'Turnover margin', 'Red zone']","{'home': ['Home field', 'Run game'], 'away': ['Run defense', 'Coaching']}",Close game
401761666,Southern Miss,Troy,Southern Miss,0.8472249407083496,"{'home_score': 38, 'away_score': 30}","{'predicted_spread': 4.190794074218854, 'recommendation': 'Away'}","{'predicted_total': 48.11607849356953, 'recommendation': 'Under'}","['Away ML', 'Under Total']",0.1252890691108167,"['Special teams', 'Turnover margin', 'Red zone']","{'home': ['Pass defense', 'Run game'], 'away': ['Pass game', 'Run defense']}",Close game
401761662,Coastal Carolina,James Madison,James Madison,0.6322534571409724,"{'home_score': 44, 'away_score': 25}","{'predicted_spread': -2.775384386008568, 'recommendation': 'Home'}","{'predicted_total': 66.2646164672436, 'recommendation': 'Over'}","['Prop Bet', 'Under Total']",0.21840028035452225,"['Turnover margin', 'Special teams', 'Third downs']","{'home': ['Run game', 'Home field'], 'away': ['Pass game', 'Run defense']}",Blowout
401752946,Washington State,Oregon State,Oregon State,0.813139054511594,"{'home_score': 27, 'away_score': 16}","{'predicted_spread': -7.160529868198239, 'recommendation': 'Home'}","{'predicted_total': 56.69821517360743, 'recommendation': 'Over'}","['Home ATS', 'Over Total']",0.2924511619448482,"['Red zone', 'Special teams', 'Turnover margin']","{'home': ['Pass defense', 'Home field'], 'away': ['Pass game', 'Coaching']}",Blowout
401760425,Nevada,UNLV,UNLV,0.8588966614458806,"{'home_score': 38, 'away_score': 28}","{'predicted_spread': 6.443657696905152, 'recommendation': 'Away'}","{'predicted_total': 52.71096235423351, 'recommendation': 'Under'}","['Under Total', 'Home ATS']",0.3472736851484482,"['Turnover margin', 'Third downs', 'Red zone']","{'home': ['Pass defense', 'Home field'], 'away': ['Pass game', 'Run defense']}",Close game
401756965,Kansas State,Colorado,Colorado,0.8464520542390431,"{'home_score': 20, 'away_score': 26}","{'predicted_spread': 2.205359578394006, 'recommendation': 'Away'}","{'predicted_total': 66.77152766560269, 'recommendation': 'Over'}","['Under Total', 'Over Total']",0.21016442132381125,"['Special teams', 'Turnover margin', 'Third downs']","{'home': ['Pass defense', 'Home field'], 'away': ['Run defense', 'Pass game']}",Blowout
401756967,TCU,Cincinnati,TCU,0.7579818194730027,"{'home_score': 42, 'away_score': 37}","{'predicted_spread': -11.107957111989741, 'recommendation': 'Home'}","{'predicted_total': 65.82880135226038, 'recommendation': 'Over'}","['Away ML', 'Home ATS']",0.12427831496022589,"['Red zone', 'Turnover margin', 'Third downs']","{'home': ['Pass defense', 'Home field'], 'away': ['Run defense', 'Pass game']}",Defensive battle
401754611,Pittsburgh,Miami,Pittsburgh,0.8990326614542429,"{'home_score': 29, 'away_score': 35}","{'predicted_spread': 3.427804723390679, 'recommendation': 'Away'}","{'predicted_total': 50.20870819328182, 'recommendation': 'Under'}","['Under Total', 'Away ML']",0.3774449212373959,"['Special teams', 'Red zone', 'Turnover margin']","{'home': ['Home field', 'Pass defense'], 'away': ['Run defense', 'Coaching']}",Blowout
401756966,Oklahoma State,Iowa State,Iowa State,0.8340993721454081,"{'home_score': 24, 'away_score': 36}","{'predicted_spread': -3.0988198621812924, 'recommendation': 'Home'}","{'predicted_total': 43.14569829770503, 'recommendation': 'Under'}","['Under Total', 'Away ML']",0.17913853580172068,"['Special teams', 'Red zone', 'Third downs']","{'home': ['Pass defense', 'Home field'], 'away': ['Pass game', 'Run defense']}",Defensive battle
401756963,BYU,UCF,BYU,0.6426417483180575,"{'home_score': 31, 'away_score': 29}","{'predicted_spread': 7.963651318227598, 'recommendation': 'Away'}","{'predicted_total': 62.80733297845269, 'recommendation': 'Over'}","['Under Total', 'Away ML']",0.13818006880887304,"['Third downs', 'Turnover margin', 'Special teams']","{'home': ['Home field', 'Pass defense'], 'away': ['Pass game', 'Run defense']}",High-scoring
401757311,Sam Houston,Florida International,Sam Houston,0.7066180415675324,"{'home_score': 24, 'away_score': 39}","{'predicted_spread': -12.358401700985592, 'recommendation': 'Home'}","{'predicted_total': 43.52976475961575, 'recommendation': 'Under'}","['Prop Bet', 'Over Total']",0.10729320449112023,"['Turnover margin', 'Red zone', 'Third downs']","{'home': ['Run game', 'Pass defense'], 'away': ['Run defense', 'Coaching']}",Close game
401754608,Syracuse,Boston College,Syracuse,0.6779842464644288,"{'home_score': 32, 'away_score': 33}","{'predicted_spread': 4.007786542906366, 'recommendation': 'Away'}","{'predicted_total': 57.22735437017922, 'recommendation': 'Over'}","['Under Total', 'Prop Bet']",0.1284127721001179,"['Third downs', 'Turnover margin', 'Red zone']","{'home': ['Pass defense', 'Home field'], 'away': ['Coaching', 'Run defense']}",Defensive battle
401754610,Duke,Wake Forest,Wake Forest,0.8356777889945439,"{'home_score': 28, 'away_score': 18}","{'predicted_spread': 1.4268487383177142, 'recommendation': 'Away'}","{'predicted_total': 42.24431932475018, 'recommendation': 'Under'}","['Under Total', 'Away ML']",0.3161895604341377,"['Red zone', 'Third downs', 'Special teams']","{'home': ['Run game', 'Pass defense'], 'away': ['Coaching', 'Pass game']}",High-scoring
401754613,Virginia,Virginia Tech,Virginia Tech,0.7088986157298801,"{'home_score': 37, 'away_score': 29}","{'predicted_spread': 5.654083962938838, 'recommendation': 'Away'}","{'predicted_total': 67.3646800639709, 'recommendation': 'Over'}","['Home ATS', 'Prop Bet']",0.12256307532372333,"['Red zone', 'Turnover margin', 'Third downs']","{'home': ['Home field', 'Pass defense'], 'away': ['Run defense', 'Coaching']}",Blowout
401754612,NC State,North Carolina,NC State,0.6439978046080918,"{'home_score': 28, 'away_score': 34}","{'predicted_spread': 4.045038162058603, 'recommendation': 'Away'}","{'predicted_total': 66.92833049270595, 'recommendation': 'Over'}","['Prop Bet', 'Under Total']",0.38619820004837013,"['Special teams', 'Turnover margin', 'Third downs']","{'home': ['Run game', 'Home field'], 'away': ['Pass game', 'Run defense']}",High-scoring
401754609,California,SMU,California,0.8559026443418314,"{'home_score': 31, 'away_score': 18}","{'predicted_spread': -9.44817279027913, 'recommendation': 'Home'}","{'predicted_total': 65.3263342162607, 'recommendation': 'Over'}","['Home ATS', 'Over Total']",0.1560200853063506,"['Red zone', 'Special teams', 'Turnover margin']","{'home': ['Pass defense', 'Run game'], 'away': ['Run defense', 'Coaching']}",High-scoring
401752916,Nebraska,Iowa,Iowa,0.7325411371708573,"{'home_score': 44, 'away_score': 30}","{'predicted_spread': -1.736378051681136, 'recommendation': 'Home'}","{'predicted_total': 69.89911977825354, 'recommendation': 'Over'}","['Under Total', 'Over Total']",0.2926543085455433,"['Red zone', 'Special teams', 'Third downs']","{'home': ['Home field', 'Run game'], 'away': ['Run defense', 'Coaching']}",Close game
401760422,Utah State,Boise State,Utah State,0.6087124143082684,"{'home_score': 36, 'away_score': 31}","{'predicted_spread': 10.692609569028502, 'recommendation': 'Away'}","{'predicted_total': 67.3302715170953, 'recommendation': 'Over'}","['Under Total', 'Over Total']",0.35443380595152363,"['Third downs', 'Special teams', 'Turnover margin']","{'home': ['Home field', 'Pass defense'], 'away': ['Run defense', 'Coaching']}",Blowout
401762868,Massachusetts,Bowling Green,Bowling Green,0.7154428694556356,"{'home_score': 36, 'away_score': 39}","{'predicted_spread': -12.60187426036787, 'recommendation': 'Home'}","{'predicted_total': 58.07637963320143, 'recommendation': 'Over'}","['Home ATS', 'Over Total']",0.28716918617867015,"['Turnover margin', 'Third downs', 'Red zone']","{'home': ['Pass defense', 'Run game'], 'away': ['Pass game', 'Coaching']}",Defensive battle
401762869,Eastern Michigan,Western Michigan,Western Michigan,0.6616916044336437,"{'home_score': 20, 'away_score': 16}","{'predicted_spread': 2.4891649489107195, 'recommendation': 'Away'}","{'predicted_total': 69.58928854169098, 'recommendation': 'Over'}","['Under Total', 'Over Total']",0.20040319250178712,"['Red zone', 'Third downs', 'Turnover margin']","{'home': ['Pass defense', 'Home field'], 'away': ['Pass game', 'Run defense']}",High-scoring
401762516,Memphis,Navy,Navy,0.8360229716117139,"{'home_score': 26, 'away_score': 34}","{'predicted_spread': 8.70060006957955, 'recommendation': 'Away'}","{'predicted_total': 45.648437186632826, 'recommendation': 'Under'}","['Home ATS', 'Away ML']",0.2631750159934282,"['Turnover margin', 'Red zone', 'Special teams']","{'home': ['Home field', 'Pass defense'], 'away': ['Run defense', 'Pass game']}",Defensive battle
401762870,Buffalo,Ohio,Buffalo,0.7172740464059764,"{'home_score': 33, 'away_score': 31}","{'predicted_spread': 13.050383357569647, 'recommendation': 'Away'}","{'predicted_total': 48.3653486361462, 'recommendation': 'Under'}","['Home ATS', 'Away ML']",0.28713507114108877,"['Third downs', 'Special teams', 'Red zone']","{'home': ['Home field', 'Run game'], 'away': ['Run defense', 'Pass game']}",Defensive battle
401762871,Northern Illinois,Kent State,Northern Illinois,0.6333246564475998,"{'home_score': 37, 'away_score': 18}","{'predicted_spread': -6.123790290871856, 'recommendation': 'Home'}","{'predicted_total': 47.903932265505176, 'recommendation': 'Under'}","['Home ATS', 'Over Total']",0.16431074049830435,"['Turnover margin', 'Special teams', 'Third downs']","{'home': ['Pass defense', 'Home field'], 'away': ['Pass game', 'Run defense']}",Defensive battle
401752786,Georgia Tech,Georgia,Georgia Tech,0.8160892178941206,"{'home_score': 36, 'away_score': 32}","{'predicted_spread': -3.2940629572776707, 'recommendation': 'Home'}","{'predicted_total': 54.960650153738555, 'recommendation': 'Under'}","['Home ATS', 'Under Total']",0.25392385587247635,"['Red zone', 'Turnover margin', 'Special teams']","{'home': ['Home field', 'Pass defense'], 'away': ['Pass game', 'Run defense']}",Defensive battle
401752792,Texas,Texas A&M,Texas,0.6377532680800793,"{'home_score': 27, 'away_score': 21}","{'predicted_spread': 4.851276939073816, 'recommendation': 'Away'}","{'predicted_total': 61.78262990876202, 'recommendation': 'Over'}","['Away ML', 'Under Total']",0.203303808388744,"['Special teams', 'Turnover margin', 'Red zone']","{'home': ['Home field', 'Run game'], 'away': ['Pass game', 'Run defense']}",Close game
401752924,Purdue,Indiana,Indiana,0.7948334204569337,"{'home_score': 36, 'away_score': 22}","{'predicted_spread': -3.2171504323327422, 'recommendation': 'Home'}","{'predicted_total': 48.16525472243275, 'recommendation': 'Under'}","['Prop Bet', 'Under Total']",0.15571797615987246,"['Red zone', 'Turnover margin', 'Special teams']","{'home': ['Run game', 'Pass defense'], 'away': ['Coaching', 'Pass game']}",Close game
401752787,Louisville,Kentucky,Kentucky,0.8663110540988962,"{'home_score': 44, 'away_score': 34}","{'predicted_spread': 13.729330659736217, 'recommendation': 'Away'}","{'predicted_total': 52.93651299532882, 'recommendation': 'Under'}","['Away ML', 'Over Total']",0.1699758237928612,"['Red zone', 'Turnover margin', 'Special teams']","{'home': ['Pass defense', 'Home field'], 'away': ['Coaching', 'Pass game']}",Blowout
401757312,Jacksonville State,Western Kentucky,Jacksonville State,0.8103845082167096,"{'home_score': 41, 'away_score': 28}","{'predicted_spread': 4.005975433583032, 'recommendation': 'Away'}","{'predicted_total': 56.40736570895274, 'recommendation': 'Over'}","['Prop Bet', 'Over Total']",0.13940966447770894,"['Special teams', 'Turnover margin', 'Red zone']","{'home': ['Home field', 'Run game'], 'away': ['Pass game', 'Run defense']}",Blowout
401752783,Arkansas,Missouri,Missouri,0.8091329560428685,"{'home_score': 27, 'away_score': 18}","{'predicted_spread': -13.892861699819802, 'recommendation': 'Home'}","{'predicted_total': 64.01178410826918, 'recommendation': 'Over'}","['Over Total', 'Home ATS']",0.32381075636497136,"['Special teams', 'Third downs', 'Red zone']","{'home': ['Run game', 'Pass defense'], 'away': ['Run defense', 'Coaching']}",Defensive battle
401752789,Oklahoma,LSU,Oklahoma,0.7771767936955684,"{'home_score': 42, 'away_score': 33}","{'predicted_spread': 0.19568146469551273, 'recommendation': 'Away'}","{'predicted_total': 65.31293845039696, 'recommendation': 'Over'}","['Home ATS', 'Away ML']",0.13580997384058316,"['Third downs', 'Red zone', 'Special teams']","{'home': ['Run game', 'Pass defense'], 'away': ['Run defense', 'Pass game']}",High-scoring
401752918,Minnesota,Wisconsin,Minnesota,0.6553265846480353,"{'home_score': 32, 'away_score': 23}","{'predicted_spread': 6.456743172360202, 'recommendation': 'Away'}","{'predicted_total': 59.36435682625516, 'recommendation': 'Over'}","['Away ML', 'Under Total']",0.33749497156421954,"['Red zone', 'Special teams', 'Third downs']","{'home': ['Pass defense', 'Run game'], 'away': ['Run defense', 'Coaching']}",High-scoring
401752920,Rutgers,Penn State,Penn State,0.6326448506555084,"{'home_score': 25, 'away_score': 39}","{'predicted_spread': 4.222838726040827, 'recommendation': 'Away'}","{'predicted_total': 52.836114647566916, 'recommendation': 'Under'}","['Under Total', 'Away ML']",0.12461934248731277,"['Special teams', 'Turnover margin', 'Red zone']","{'home': ['Run game', 'Home field'], 'away': ['Coaching', 'Run defense']}",Blowout
401762441,UTSA,Army,Army,0.6815774445465859,"{'home_score': 38, 'away_score': 35}","{'predicted_spread': 9.779283437974076, 'recommendation': 'Away'}","{'predicted_total': 58.7280818066577, 'recommendation': 'Over'}","['Home ATS', 'Away ML']",0.3823809145976008,"['Red zone', 'Third downs', 'Turnover margin']","{'home': ['Home field', 'Run game'], 'away': ['Coaching', 'Pass game']}",High-scoring
401752919,USC,UCLA,UCLA,0.8802575112705031,"{'home_score': 27, 'away_score': 33}","{'predicted_spread': 5.274201476576522, 'recommendation': 'Away'}","{'predicted_total': 68.45633070213323, 'recommendation': 'Over'}","['Away ML', 'Under Total']",0.2323468042070098,"['Third downs', 'Red zone', 'Turnover margin']","{'home': ['Pass defense', 'Home field'], 'away': ['Pass game', 'Coaching']}",Blowout
401752923,Michigan State,Maryland,Michigan State,0.8247668914083794,"{'home_score': 40, 'away_score': 17}","{'predicted_spread': -2.7220804743663827, 'recommendation': 'Home'}","{'predicted_total': 61.248450764308444, 'recommendation': 'Over'}","['Over Total', 'Under Total']",0.21907371668853404,"['Turnover margin', 'Red zone', 'Special teams']","{'home': ['Run game', 'Pass defense'], 'away': ['Run defense', 'Coaching']}",Defensive battle
401762520,South Florida,Rice,Rice,0.713435170675152,"{'home_score': 45, 'away_score': 31}","{'predicted_spread': 11.504703558259898, 'recommendation': 'Away'}","{'predicted_total': 49.060273179237015, 'recommendation': 'Under'}","['Prop Bet', 'Over Total']",0.26868073929584824,"['Special teams', 'Red zone', 'Turnover margin']","{'home': ['Pass defense', 'Home field'], 'away': ['Pass game', 'Coaching']}",Close game
401760423,San José State,Fresno State,Fresno State,0.7597141812911523,"{'home_score': 20, 'away_score': 25}","{'predicted_spread': 5.540688952154319, 'recommendation': 'Away'}","{'predicted_total': 46.755445089095936, 'recommendation': 'Under'}","['Under Total', 'Home ATS']",0.29885453093282005,"['Red zone', 'Special teams', 'Third downs']","{'home': ['Run game', 'Pass defense'], 'away': ['Pass game', 'Coaching']}",High-scoring
401760424,Hawai'i,Wyoming,Hawai'i,0.744678829105504,"{'home_score': 21, 'away_score': 39}","{'predicted_spread': 11.972202935928983, 'recommendation': 'Away'}","{'predicted_total': 45.3623280327145, 'recommendation': 'Under'}","['Away ML', 'Home ATS']",0.1918015376303256,"['Special teams', 'Third downs', 'Red zone']","{'home': ['Home field', 'Run game'], 'away': ['Pass game', 'Coaching']}",Defensive battle
401762518,Tulane,Charlotte,Tulane,0.7219176226199958,"{'home_score': 27, 'away_score': 28}","{'predicted_spread': 8.259781766604732, 'recommendation': 'Away'}","{'predicted_total': 58.891598654735645, 'recommendation': 'Over'}","['Home ATS', 'Prop Bet']",0.3923572041605906,"['Turnover margin', 'Third downs', 'Special teams']","{'home': ['Run game', 'Home field'], 'away': ['Pass game', 'Run defense']}",Close game
401760421,Colorado State,Air Force,Air Force,0.8193453363722756,"{'home_score': 34, 'away_score': 36}","{'predicted_spread': 3.232608226782336, 'recommendation': 'Away'}","{'predicted_total': 52.394160956715176, 'recommendation': 'Under'}","['Prop Bet', 'Under Total']",0.26278479136244526,"['Turnover margin', 'Third downs', 'Special teams']","{'home': ['Home field', 'Run game'], 'away': ['Run defense', 'Coaching']}",Blowout
401752922,Illinois,Northwestern,Illinois,0.8459073620912523,"{'home_score': 37, 'away_score': 40}","{'predicted_spread': 13.506862095583305, 'recommendation': 'Away'}","{'predicted_total': 52.835975164301715, 'recommendation': 'Under'}","['Over Total', 'Away ML']",0.3156717640162305,"['Turnover margin', 'Special teams', 'Third downs']","{'home': ['Pass defense', 'Home field'], 'away': ['Pass game', 'Run defense']}",Blowout
401752791,Tennessee,Vanderbilt,Tennessee,0.6809328991099449,"{'home_score': 41, 'away_score': 32}","{'predicted_spread': 9.657080889525297, 'recommendation': 'Away'}","{'predicted_total': 63.38533509195366, 'recommendation': 'Over'}","['Under Total', 'Home ATS']",0.3732709780474419,"['Red zone', 'Special teams', 'Turnover margin']","{'home': ['Run game', 'Pass defense'], 'away': ['Run defense', 'Pass game']}",Close game
401752785,Florida,Florida State,Florida State,0.8875440377930721,"{'home_score': 38, 'away_score': 38}","{'predicted_spread': 10.284079223287883, 'recommendation': 'Away'}","{'predicted_total': 67.99246181157285, 'recommendation': 'Over'}","['Prop Bet', 'Under Total']",0.21561631714546653,"['Red zone', 'Special teams', 'Turnover margin']","{'home': ['Pass defense', 'Home field'], 'away': ['Run defense', 'Coaching']}",Blowout
401754614,Stanford,Notre Dame,Stanford,0.818397645502106,"{'home_score': 40, 'away_score': 26}","{'predicted_spread': -8.852093178905946, 'recommendation': 'Home'}","{'predicted_total': 46.25883780949552, 'recommendation': 'Under'}","['Away ML', 'Home ATS']",0.11119357782877765,"['Turnover margin', 'Third downs', 'Red zone']","{'home': ['Home field', 'Run game'], 'away': ['Coaching', 'Pass game']}",High-scoring
401752917,Washington,Oregon,Washington,0.8012553685518551,"{'home_score': 41, 'away_score': 21}","{'predicted_spread': 12.010571756224088, 'recommendation': 'Away'}","{'predicted_total': 64.90519245227364, 'recommendation': 'Over'}","['Home ATS', 'Away ML']",0.12258528181043002,"['Turnover margin', 'Special teams', 'Third downs']","{'home': ['Run game', 'Pass defense'], 'away': ['Coaching', 'Run defense']}",Blowout
